,q0,qa,label,qa_encode,q0_encode
201567,这个是我妹妹漂亮吗？,我妹妹，漂亮吗？,1,71696,45963
201569,什么修改器可以修改天天酷跑？,天天酷跑现在可以用什么修改器,1,241936,45790
201571,什么牌子，衣服,这个衣服是什么牌子,1,236291,13376
201573,初中学历，能找什么工作啊.,初中毕业，找什么工作好,1,113530,76697
201575,邯郸是哪个省,邯郸是哪个省的，,1,123492,36686
201576,我的世界生存模式在那下载,我的世界生存模式下载,1,78600,59896
201579,梦见蟾蜍什么意思？,梦见蟾蜍是什么意思？,1,36034,160056
201581,水痘印怎么去除,水痘坑怎么去除,1,14498,27681
201592,重庆名小吃有哪些,重庆小吃有哪些,1,217974,243093
201593,成龙有什么好看的电影,有什么好看的成龙电影,1,188929,32258
201594,《匆匆那年》还拍电视剧吗？,匆匆那年有电视剧版吗,1,186767,187216
201600,香港买啥化妆品,去香港买什么化妆品好,1,235118,122246
201602,好的请稍等不要关闭此对话框,请稍等请不要关闭此对话框,1,168163,222712
201604,买什么车最省油,开什么车最省油？,1,76509,33141
201605,上海松江小夫妻种子,上海松江区夫妻种子,1,178960,218831
201606,如何使衣服变大？,怎么让衣服变大,1,212603,194619
201607,有什么可以在家里兼职的，,在家里可以做什么兼职？,1,24627,74102
201608,你喜欢什么样的季节,你喜欢什么季节,1,180992,89752
201609,求吸血鬼骑士的图片,求吸血鬼骑士图片,1,40465,69031
201613,上海自来水来自海上下联,上海自来水来自海上，请对下联,1,208217,10784
201614,为什么电脑突然没有声音,为什么电脑突然没声音了,1,131676,113431
201616,在家带孩子怎么挣钱,在家带孩子如何能挣钱,1,10933,42075
201618,哺乳期可以喝酸奶吗,哺乳期能喝酸奶么？,1,115347,128776
201620,求我是苏素所有小说,求我是苏素的全部小说,1,239283,90173
201622,金华火腿好吃吗,金华火腿肠好吃吗？,1,37565,15041
201625,武林外传哪几集最好看,武林外传哪一集最好看,1,105025,153448
201628,星影联盟怎么进入,如何进入星影联盟,1,176622,180359
201633,会考成绩查询怎么查,会考成绩怎么查询,1,200337,15796
201634,重庆哪里好玩,重庆哪里好玩啊,1,121376,145436
201635,目前您的账户存在风险需要修改登录密码和支付密码的,账户存在风险，请点击页面修改双密的提示修改密码后解除风险,1,101648,7142
201636,顺利的反义词是什么？,顺利反义词是什么,1,207321,48849
201637,玄幻小说排行榜完本,玄幻小说排行榜(完本),1,168983,89457
201638,世界上有怪物吗？,世界上真有怪物吗？,1,65330,122917
201639,这个香烟是什么牌子的,这香烟什么牌子,1,159974,79513
201640,请问你的真实姓名是什么？,请问您的真实姓名是什么？,1,195799,72799
201641,如何预订机票,怎样预订机票,1,136818,124190
201642,你喜欢什么口味的咖啡呢,你喜欢喝什么口味的咖啡,1,29127,240682
201644,爸爸去哪那个电影好看吗,谁知道哪里可以去看电影！,1,175908,157299
201646,世界首富是谁,世界上谁是首富,1,144694,178993
201648,福州哪家整形医院好呢,福州哪家整形医院好,1,34441,126810
201649,如何变成超人,怎么变成超人？,1,63941,228964
201650,小米手环请问官网什么时候有货才可以购买,小米手环什么时候开放购买,1,215657,199075
201652,如何查询自己的手机号码,怎样查询自己的手机号码,1,33461,120429
201654,广州哪里有卖甜菜根,广州甜菜根哪里有卖,1,34757,72147
201657,有没有可以在家里做的工作啊,有没有在家里就能做的工作,1,203417,222881
201658,知道这个鞋子是什么牌子吗,谁知道这个鞋子的牌子？,1,127841,93944
201659,《咱们结婚吧》全集在哪里看？,咱们结婚吧，有全集吗？,1,152926,32865
201660,这个是哪部电视剧,哪部电视剧啊,1,29506,165131
201661,校讯通怎样登陆,怎样登陆校讯通,1,68690,237488
201662,怎么用手机在网上抢火车票,手机怎样网上定火车票,1,36565,23226
201663,怎么做才能提高注意力,怎么样提高你的注意力？,1,157383,104772
201664,你妹是什么意思啊,你妹是什么意思？,1,38552,175356
201666,会员已开通快捷（含卡通）业务，取消手机绑定后无法正常使用该业务;,该会员已开通快捷（含卡通）业务，取消手机绑定后无法正常使用该业务;,1,195686,21366
201671,这是地震云么,这是地震云吗,1,186363,119883
201672,天蓝色的裤子配什么颜色的衣服好看,天蓝色裤子配什么颜色的衣服好看,1,118598,161575
201673,怎样去掉脸上的痘痘,脸上的痘痘怎样能去掉,1,16761,190305
201675,求火影忍者这个本子,求火影忍者本子,1,186460,6482
201676,音标是什么,什么是音标,1,4196,106862
201677,求海贼王的同人动漫,能把海贼王同人动漫给我吗,1,242093,161325
201678,明天股市怎样,明天股市会怎么样？,1,67856,234471
201679,云南经济管理职业学院怎么样?,云南经济管理职业学院怎样啊？,1,122700,28143
201680,根据句子的意思写出词语。,根据意思写出相应的词语。,1,140908,191905
201681,什么电视剧比较好看？,有什么比较好看的电视剧,1,152777,5752
201683,真皮沙发如何清洗？,真皮沙发上的茶渍怎么清洗？,1,16870,154609
201688,孕妇补锌吃什么药好,孕妇补锌吃什么锌片,1,104330,6467
201689,被禁封了是什么意思,禁封是什么意思,1,39626,189555
201690,新白发魔女传的大结局是什么？,新白发魔女传最后结局是什么?,1,231738,153981
201693,怎么开车才最省油,怎样开车更省油？,1,12153,115193
201696,送闺蜜什么生日礼物好？,给闺蜜送生日礼物送什么好？,1,13698,145455
201699,嗯嗯好的请您稍等帮您查一下您的账户的交易记录哦,亲请您稍等一下这边帮您核实一下可以吗,1,163978,155499
201701,什么问题你不知道,有什么问题是你不知道的？,1,147047,168327
201703,男人该如何减掉大肚子,如何减掉男人大肚子,1,75161,59227
201708,你点击【我的支付宝】，【账户设置】，【基本信息】，实名认证那里查看，可以看到吗？,你点击【我的支付宝】，【账户设置】，【基本信息】，实名认证那里点击查看,1,114394,232765
201709,给排水的这个图例是什么,给排水，这个是什么图例？,1,49454,214354
201710,请问这样算闯红灯吗？着急！,不知道这算不算闯红灯,1,228959,137251
201711,怎么样能让月经快点来,如何让月经快点来？,1,128783,28766
201712,怎么买部落冲突的宝石呢？,部落冲突宝石怎么买,1,103100,97257
201715,怎么退出新浪微博,怎样退出新浪微博,1,3840,34367
201717,武汉市在哪个省,武汉市是哪个省,1,182886,152880
201718,这个图片的名字是？,这个图片是什么名字？,1,211259,245569
201722,我的世界玩不了,我的世界怎么玩不了,1,180941,162426
201723,求一个疾风之刃的激活码,求一个疾风之刃激活码~,1,64430,61188
201724,求网站。谢谢,求那个网站谢谢,1,228982,78873
201726,本科和专科的区别,专科和本科的区别,1,117509,181223
201727,丧尸国度第二季什么时候出？,丧尸国度什么时候出第二季？,1,151780,53633
201729,艾尔之光为什么安装不了？,为什么我下载了艾尔之光不能安装,1,51919,143743
201731,我下载的微信怎么没有漂流瓶？,我下载的微信怎么没有漂流瓶啊,1,81334,62712
201734,女人什么时候，做什么最美？,女人什么时候最美…,1,55741,61148
201739,韩国也过春节吗？,韩国有春节吗,1,35870,55868
201741,治疗早泄什么方法好？,治疗早泄有什么好方法,1,189171,232868
201742,介绍本好看的小说要类似遮天风格的,求好看的玄幻小说，类似遮天，,1,229234,112125
201743,谁有疾风之刃激活码，送个我呗,疾风之刃激活码谁有啊，能否弄个给我,1,236401,234999
201748,红茶泡生姜能减肥吗,生姜红茶喝了会减肥吗,1,57369,231787
201750,哪里可以下载郑多燕减肥操？,哪里郑多燕减肥操下载,1,176830,180968
201751,神犬奇兵里小米是什么犬,神犬奇兵中小米是什么狗,1,18773,244920
201752,马尾假发怎么带,我买了个马尾式的假发怎么戴,1,8674,118871
201753,今年五行是什么,今年五行属什么？,1,150317,187106
201755,帮我起个店名！,谁帮我起个店名,1,217722,33582
201756,英雄联盟有没有免费的加速器,玩英雄联盟太卡有没有免费的加速器啊,1,226995,108595
201759,来月经时可以做爱吗？,来月经可以做爱吗,1,4143,153300
201761,怎么样才可以让胸部长大点,怎样才胸部长大,1,74737,154156
201762,看到您的交易是成功的,这边是交易成功的。,1,60024,33671
201764,男的怎么撸管在最爽,怎样撸管最爽啊？,1,72932,31447
201765,自己在家怎么做蛋糕,在家怎样做蛋糕,1,130992,163888
201766,甘肃有什么好玩的地方啊,甘肃有什么地方好玩,1,94780,16125
201767,有什么搞笑的电影吗可以推荐？,搞笑电影求推荐,1,27795,214299
201770,超拽超霸气女生网名。,女生的网名霸气,1,149837,219143
201772,电脑开机密码忘记了。怎么破解,电脑开机密码怎么破解啊！,1,200202,68137
201777,怎么才能彻底忘记一个人呢。,怎么才能彻底忘记一个人。彻底放开,1,210466,51530
201778,男朋友本命年送什么好,男朋友本命年要送什么,1,52860,231190
201779,请您填写下您公司的营业执照号码，帮您核实,在的，请您填写下您的公司营业执照号码，帮您核实,1,90481,153619
201781,今年上海什么时候下雪,今年上海什么时候才会下雪？,1,24155,162759
201782,过年了发红包喽！,快过年了，给大家发红包啦,1,16438,120861
201787,什么软件看书好,看书用什么软件好,1,4656,29538
201788,卡喏亚衣柜怎样？,卡喏亚衣柜怎么样？,1,5151,234728
201790,汽车的最大扭矩是什么意思？,汽车最大扭矩是什么意思？,1,232004,224139
201791,哪里有卖葡萄糖？,葡萄糖水哪里买,1,188653,127714
201794,这种图片用什么软件做的？,这种图片哪里有，什么软件可以做？,1,188856,178614
201795,大家早点睡吧,大家都早点睡吧,1,196207,63100
201797,我适合空气刘海吗,我适合留空气刘海吗,1,51906,126820
201799,这包包什么牌子,这个包包是什么牌子的？,1,203427,119904
201800,这种衣服的袖子叫什么啊,这种衣服的袖子叫什么袖？,1,79509,150458
201802,小额贷款的利息怎么算,小额贷款利息怎么算,1,221690,83278
201803,怎么才能分别生男生女,怎么测出来生男生女,1,41934,172725
201804,大陆二代身份证+本人手持身份证正面头部照,本人手持身份证正面头部照+大陆二代身份证,1,119905,171808
201806,事业单位几时涨工资,事业单位涨工资,1,94319,96208
201809,三角轮胎和玲珑轮胎哪个好,三角轮胎，玲珑轮胎哪个好点，价格咋样,1,13844,69675
201810,男头发少适合什么发型,头发又少又软适合什么发型,1,119058,140332
201816,干咳嗽吃什么药好,咳嗽吃什么药好的快,1,193033,39782
201819,哪里有毛线买,哪里能买到毛线啊？,1,178803,128239
201820,英魂之刃怎么开外挂,英魂之刃的外挂怎么开,1,3102,183876
201821,皮肤暗黄是什么原因，怎么改善,皮肤暗黄是什么原因;谢谢您的帮助！,1,42270,20612
201822,你是做什么的工作？,你是做什么工作的,1,155527,222038
201823,不切实际的话叫什么言？,不切实际的话是什么言,1,154903,86182
201824,睡觉流口水是为什么？,为什么睡觉喜欢流口水,1,62928,74193
201829,圆脸的男生适合什么发型？,圆脸的男生适合剪什么发型,1,111300,173895
201830,辽宁温泉有哪些,辽宁哪的温泉好,1,10164,157220
201831,什么浏览器好用,有什么浏览器好用,1,58900,156790
201832,海贼王同人动漫，谢了,求海贼王同人动漫,1,68890,17609
201833,怎样生龙凤胎,怎么样可以生龙凤胎,1,80922,187674
201838,请问图片中的狗狗是什么品种,请问我图片上的狗狗是什么品种的,1,218709,191280
201841,什么牌子的太阳镜好啊,请问什么牌子太阳镜好,1,130844,178017
201842,西游记是什么小说,西游记是什么体的小说,1,193702,236012
201844,葡萄牙的首都是什么？,葡萄牙的首都叫什么啊,1,62404,205818
201845,妈妈50岁生日送什么礼物好,妈妈生日送什么礼物好呢,1,49147,239528
201847,如何辨别耐克鞋的真假,怎样辨别耐克鞋的真假,1,238786,165958
201848,什么购物软件，可以货到付款,哪个购物软件可以货到付款的,1,113200,20348
201849,哪里有蓝光电影下载,那里下载蓝光电影？,1,72746,26035
201853,怎样让脸上的毛孔变小?,怎样可以让脸上毛孔变小,1,19567,129400
201854,一什么旗帜,一什么的旗帜,1,106530,53579
201855,画受力示意图,受力示意图…,1,316,228904
201856,苹果手机丢了怎么找回呀？,该怎么找回被偷的苹果手机,1,71059,163269
201857,真正的爱情是什么呢？,什么才是真正的爱情呢,1,21567,168580
201858,我是歌手第三季总决赛总冠军是谁,我是歌手第三季冠军是谁,1,159495,170493
201862,闪存驱动器什么,闪存驱动器是什么,1,58183,51216
201864,自己泡的柠檬水过夜了可以喝吗,过夜柠檬水还能喝吗,1,119377,236528
201865,那个播放器能缓存海贼王,什么播放器能缓存海贼王,1,96142,154690
